epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,564.01,0.547,0.41754,1.09071,0.95528,0.9865,0.99262,0.89095,0.50327,0.3397,0.97238,0.0001288,0.0001288,0.0001288
178,567.069,0.54646,0.41178,1.10439,0.95407,0.9904,0.99338,0.88586,0.50818,0.33379,0.96885,0.00012385,0.00012385,0.00012385
179,570.215,0.52845,0.41627,1.07685,0.96128,0.97132,0.9928,0.88755,0.51542,0.32684,0.97342,0.0001189,0.0001189,0.0001189
180,573.744,0.5272,0.39674,1.0775,0.98508,0.97029,0.9924,0.88597,0.51883,0.3349,0.97882,0.00011395,0.00011395,0.00011395
181,588.8,0.38671,0.32767,1.0083,0.97629,0.97071,0.9924,0.8765,0.53503,0.34006,0.99661,0.000109,0.000109,0.000109
182,592.062,0.36874,0.27146,0.98772,0.97758,0.9696,0.99183,0.88456,0.54166,0.3377,1.02045,0.00010405,0.00010405,0.00010405
183,595.459,0.38205,0.24741,0.97635,0.96966,0.96409,0.9907,0.88901,0.52807,0.35268,1.00854,9.91e-05,9.91e-05,9.91e-05
184,598.683,0.36236,0.22804,0.97618,0.9598,0.9614,0.9887,0.89118,0.51778,0.3487,1.00315,9.415e-05,9.415e-05,9.415e-05
185,601.865,0.3499,0.2257,0.95811,0.97327,0.9688,0.9909,0.89088,0.51029,0.32958,0.99443,8.92e-05,8.92e-05,8.92e-05
186,605.184,0.34789,0.22278,0.95952,0.95798,0.96912,0.98898,0.88456,0.5254,0.34263,1.0107,8.425e-05,8.425e-05,8.425e-05
187,608.333,0.34525,0.21935,0.97337,0.96312,0.96871,0.98765,0.88831,0.53046,0.34638,1.01627,7.93e-05,7.93e-05,7.93e-05
188,611.497,0.35393,0.22009,0.99026,0.96203,0.96922,0.98995,0.88942,0.51027,0.33459,0.99551,7.435e-05,7.435e-05,7.435e-05
189,614.765,0.33568,0.21031,0.94621,0.96656,0.96867,0.99099,0.89013,0.51164,0.33219,0.99537,6.94e-05,6.94e-05,6.94e-05
190,617.795,0.3348,0.21363,0.94551,0.96481,0.96456,0.99099,0.88962,0.51734,0.33985,1.00056,6.445e-05,6.445e-05,6.445e-05
191,620.834,0.32573,0.21161,0.94323,0.96357,0.96004,0.99168,0.88033,0.52713,0.3445,1.00961,5.95e-05,5.95e-05,5.95e-05
192,624.176,0.35092,0.21078,0.94831,0.9615,0.96939,0.9928,0.88316,0.51543,0.33423,0.99804,5.455e-05,5.455e-05,5.455e-05
193,627.238,0.33287,0.2068,0.95095,0.97278,0.96935,0.9928,0.88414,0.51163,0.33389,0.99555,4.96e-05,4.96e-05,4.96e-05
194,630.201,0.32292,0.20575,0.94188,0.97458,0.96238,0.9928,0.89435,0.50622,0.34013,0.98966,4.465e-05,4.465e-05,4.465e-05
195,633.232,0.33871,0.20697,0.96282,0.9623,0.96168,0.99325,0.89681,0.4951,0.33358,0.97732,3.97e-05,3.97e-05,3.97e-05
196,636.253,0.31344,0.20174,0.93307,0.9436,0.97944,0.9928,0.89772,0.49101,0.33539,0.97023,3.475e-05,3.475e-05,3.475e-05
197,639.323,0.32971,0.20622,0.951,0.95901,0.95745,0.99171,0.89332,0.49407,0.33781,0.97136,2.98e-05,2.98e-05,2.98e-05
198,642.75,0.31431,0.19498,0.95459,0.95664,0.95959,0.99114,0.89921,0.49535,0.33568,0.97257,2.485e-05,2.485e-05,2.485e-05
199,645.763,0.31694,0.20277,0.95007,0.95016,0.97501,0.99089,0.90026,0.49637,0.33117,0.97547,1.99e-05,1.99e-05,1.99e-05
200,649.209,0.3094,0.19768,0.95189,0.94955,0.97406,0.99171,0.90163,0.49578,0.33161,0.97576,1.495e-05,1.495e-05,1.495e-05
